Date Opened,Date Closed,Fiscal Year,Closure Description,Not Timely,Not Jurisdictional,Processor,Housing,Employment,Public Accommodations,Education,Credit,Race,Race Type,Disability,Age,Sex,Sex Type,Pregnancy,National Origin,National Origin Type,Familial Status,Marital Status,Religion,Religion Type,Creed,Color,Sexual Orientation,Gender Identity,Retaliation,Processing Days
09/20/2010,10/05/2011,2012,Administrative Closure,No,No,ICRC,Yes,No,No,No,No,Yes,Black,Yes,No,Yes,Female,No,No,,No,No,No,,No,Yes,No,No,No,380
09/17/2010,12/21/2015,2016,EEOC AC Closure,No,No,EEOC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,1921
09/17/2010,07/23/2012,2013,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,Yes,No,,No,No,No,,No,No,No,No,No,675
09/16/2010,03/15/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,180
09/16/2010,03/14/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,179
09/16/2010,02/23/2011,2011,Local AC Closure,No,No,Local,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,160
09/16/2010,01/11/2012,2012,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Black,No,Yes,No,,No,Yes,"Afghani, Arab, Middle Eastern",No,No,No,,No,Yes,No,No,No,482
09/16/2010,03/15/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,180
09/16/2010,09/22/2010,2011,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,6
09/16/2010,04/06/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,Yes,Female,Yes,No,,No,No,No,,No,No,No,No,No,202
09/16/2010,11/16/2012,2013,No Probable Cause,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,792
09/15/2010,03/23/2011,2011,Local AC Closure,No,No,Local,No,No,Yes,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,189
09/15/2010,02/25/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,163
09/15/2010,12/20/2010,2011,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,96
09/15/2010,12/20/2010,2011,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,96
09/15/2010,09/17/2010,2011,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,2
09/15/2010,09/29/2011,2012,Administrative Closure,No,No,ICRC,No,No,Yes,No,Yes,No,,Yes,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,No,379
09/15/2010,09/09/2011,2012,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,Yes,Asian or Pacific Islander,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,359
09/15/2010,08/15/2011,2012,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Other,No,No,No,,No,Yes,Mexican,No,No,No,,No,No,No,No,Yes,334
09/15/2010,03/09/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,175
09/15/2010,03/15/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,Yes,Yes,Male,No,Yes,Hispanic,No,No,No,,No,No,No,No,Yes,181
09/14/2010,10/06/2011,2012,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,387
09/14/2010,03/09/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,176
09/13/2010,03/25/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,193
09/13/2010,01/03/2011,2011,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,112
09/13/2010,11/18/2010,2011,Right to Sue,No,No,Local,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,66
09/13/2010,04/28/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,227
09/13/2010,04/19/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,218
09/13/2010,09/13/2011,2012,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,Yes,Male,No,No,,No,No,No,,No,Yes,No,No,No,365
09/13/2010,03/12/2012,2012,Satisfactory Adjustment,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,546
09/13/2010,09/16/2010,2011,Not Timely,Yes,No,ICRC,No,No,No,Yes,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,3
09/13/2010,01/07/2011,2011,Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,116
09/13/2010,11/22/2010,2011,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,Yes,Other,No,No,No,,No,Yes,Hispanic,No,No,No,,No,No,No,No,No,70
09/13/2010,10/13/2011,2012,Administrative Closure,No,No,ICRC,No,No,No,Yes,No,Yes,Black,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,395
09/10/2010,12/28/2012,2013,Local AC Closure,No,No,Local,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,840
09/10/2010,12/16/2011,2012,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Black,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,462
09/10/2010,11/02/2010,2011,Local AC Closure,No,No,Local,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,Yes,Yes,No,53
09/09/2010,03/25/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,197
09/09/2010,10/23/2012,2013,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,775
09/09/2010,12/13/2010,2011,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,95
09/09/2010,03/08/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,Yes,Other,No,No,No,No,No,180
09/09/2010,01/24/2011,2011,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,137
09/09/2010,03/22/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,Yes,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,194
09/08/2010,02/24/2011,2011,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,169
09/08/2010,03/10/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,Yes,No,Yes,Female,No,No,,No,No,Yes,Other,No,Yes,No,No,No,183
09/08/2010,09/20/2012,2013,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Asian or Pacific Islander,Yes,Yes,Yes,Female,No,Yes,Other National Origin,No,No,No,,No,No,Yes,No,No,743
09/08/2010,09/28/2011,2012,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,White,No,Yes,Yes,Female,No,Yes,East Indian,No,No,No,,No,Yes,No,No,No,385
09/08/2010,09/13/2011,2012,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,370
09/08/2010,07/25/2014,2015,Local AC Closure,No,No,Local,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,1416
09/08/2010,03/03/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,Yes,Mexican,No,No,No,,No,No,No,No,No,176
09/07/2010,03/15/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,189
09/07/2010,04/29/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,234
09/07/2010,04/20/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,225
09/07/2010,02/25/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,171
09/07/2010,04/27/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,232
09/07/2010,02/25/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,Yes,Hispanic,No,No,No,,No,Yes,No,No,Yes,171
09/07/2010,10/15/2010,2011,Administrative Closure,No,No,EEOC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,38
09/07/2010,11/01/2010,2011,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,55
09/07/2010,10/31/2014,2015,Administrative Closure,No,No,EEOC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,1515
09/03/2010,06/21/2011,2011,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,291
09/03/2010,09/12/2011,2012,Right to Sue,No,No,ICRC,No,No,Yes,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,374
09/03/2010,11/02/2012,2013,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,791
09/03/2010,04/04/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,Yes,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,213
09/03/2010,03/31/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,Yes,Other,No,No,No,No,No,209
09/03/2010,03/22/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,200
09/03/2010,03/07/2011,2011,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,185
09/03/2010,04/26/2012,2012,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,601
09/02/2010,09/09/2010,2011,No Jurisdiction,No,Yes,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,7
09/02/2010,12/27/2010,2011,Right to Sue,No,No,ICRC,No,Yes,No,No,No,Yes,Black,Yes,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,116
09/02/2010,04/01/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,Yes,No,,No,No,No,,No,No,No,No,No,211
09/02/2010,10/05/2011,2012,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Other,No,Yes,Yes,Male,No,Yes,Other National Origin,No,No,No,,No,Yes,Yes,No,No,398
09/02/2010,02/15/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,166
09/02/2010,09/28/2011,2012,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,Yes,Female,No,Yes,Other National Origin,No,No,No,,No,Yes,No,No,No,391
09/02/2010,06/08/2011,2011,Local AC Closure,No,No,Local,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,279
09/02/2010,11/30/2010,2011,Withdrawal,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,89
09/01/2010,09/28/2011,2012,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,White,No,No,No,,No,Yes,Other National Origin,No,No,No,,No,No,No,No,No,392
09/01/2010,12/20/2010,2011,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,110
09/01/2010,02/18/2011,2011,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,170
09/01/2010,09/29/2011,2012,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,White,No,No,No,,No,Yes,Other National Origin,No,No,No,,No,No,No,No,No,393
09/01/2010,08/10/2012,2013,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,709
09/01/2010,05/10/2011,2011,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,251
09/01/2010,02/22/2011,2011,Not Timely,Yes,No,ICRC,No,Yes,No,No,No,Yes,White,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,174
08/31/2010,08/15/2012,2013,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,715
08/31/2010,07/18/2011,2012,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,Yes,No,No,321
08/30/2010,03/02/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,184
08/30/2010,11/22/2010,2011,Administrative Closure,No,No,ICRC,Yes,No,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,Yes,No,No,No,84
08/30/2010,10/14/2010,2011,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,45
08/30/2010,10/13/2010,2011,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,44
08/30/2010,03/29/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,211
08/30/2010,10/13/2010,2011,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,44
08/30/2010,02/15/2011,2011,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,169
08/30/2010,03/14/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,White,No,No,Yes,Female,Yes,Yes,Other National Origin,No,No,No,,No,Yes,No,No,No,196
08/30/2010,10/20/2011,2012,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,Yes,Male,No,No,,No,No,Yes,Other,No,Yes,No,No,No,416
08/30/2010,04/12/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,White,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,225
08/30/2010,12/29/2010,2011,Satisfactory Adjustment,No,No,EEOC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,121
08/28/2010,12/09/2010,2011,Administrative Closure,No,No,EEOC,No,Yes,No,No,No,Yes,Other,No,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,103
08/27/2010,09/29/2011,2012,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,Yes,Black,No,No,Yes,Male,No,No,,No,No,No,,No,Yes,No,No,Yes,398
08/27/2010,03/18/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,203
08/27/2010,02/15/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,172
08/27/2010,10/06/2011,2012,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,405
08/26/2010,12/06/2010,2011,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,Yes,Other,No,No,No,No,No,102
08/26/2010,08/13/2012,2013,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,718
08/26/2010,02/16/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,No,174
08/26/2010,02/18/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,176
08/26/2010,03/02/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,188
08/26/2010,07/01/2011,2012,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,309
08/26/2010,03/27/2012,2012,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,No,No,Yes,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,579
08/25/2010,06/20/2011,2011,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,299
08/25/2010,04/26/2013,2013,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,White,Yes,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,975
08/25/2010,06/17/2011,2011,Local AC Closure,No,No,Local,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,296
08/25/2010,05/09/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,257
08/25/2010,12/20/2010,2011,No Probable Cause,No,No,ICRC,Yes,No,No,No,No,Yes,Black,No,No,No,,No,Yes,Other National Origin,No,No,No,,No,No,No,No,No,117
08/25/2010,11/21/2011,2012,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,453
08/24/2010,04/20/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,White,Yes,No,Yes,Male,No,Yes,Mexican,No,No,No,,No,Yes,No,No,No,239
08/24/2010,02/16/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,Yes,Hispanic,No,No,No,,No,No,No,No,No,176
08/24/2010,02/21/2011,2011,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,181
08/24/2010,09/21/2010,2011,Administrative Closure,No,No,ICRC,Yes,No,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,28
08/23/2010,12/07/2012,2013,Administrative Closure,No,No,ICRC,No,No,No,Yes,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,837
08/23/2010,04/29/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,249
08/23/2010,08/04/2011,2012,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,346
08/23/2010,01/05/2012,2012,Local AC Closure,No,No,Local,No,No,Yes,No,No,Yes,Black,Yes,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,500
08/23/2010,02/25/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,186
08/23/2010,02/08/2011,2011,Withdrawal with Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,169
08/23/2010,09/10/2010,2011,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,18
08/23/2010,02/24/2014,2014,Successful Conciliation,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,Yes,Female,No,No,,No,No,No,,No,Yes,No,No,Yes,1281
08/23/2010,10/06/2011,2012,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,No,409
08/23/2010,11/19/2010,2011,Satisfactory Adjustment,No,No,ICRC,No,Yes,No,No,No,Yes,White,No,Yes,Yes,Male,No,No,,No,No,No,,No,No,No,No,Yes,88
08/23/2010,12/29/2010,2011,Administrative Closure,No,No,EEOC,No,Yes,No,No,No,No,,No,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,128
08/23/2010,03/16/2011,2011,Right to Sue,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,Yes,205
08/23/2010,03/23/2011,2011,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,No,,No,No,No,,No,No,No,No,Yes,212
08/20/2010,08/26/2010,2011,Local SA,Yes,Yes,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,Yes,Hispanic,No,No,No,,No,Yes,No,No,No,6
08/20/2010,04/25/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,248
08/20/2010,10/10/2011,2012,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,Yes,Other,No,No,No,No,Yes,416
08/20/2010,03/01/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Female,No,Yes,Mexican,No,No,No,,No,No,No,No,No,193
08/20/2010,11/21/2011,2012,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,458
08/20/2010,10/10/2011,2012,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,Yes,Other,No,No,No,No,Yes,416
08/20/2010,02/15/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,Yes,Female,No,Yes,Mexican,No,No,No,,No,No,No,No,No,179
08/20/2010,08/30/2010,2011,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,Yes,Black,No,No,Yes,Male,No,No,,No,No,No,,No,Yes,No,No,Yes,10
08/20/2010,05/09/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,Yes,Mexican,No,No,No,,No,Yes,No,No,No,262
08/19/2010,06/27/2012,2012,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,Yes,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,678
08/19/2010,02/01/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,Yes,No,,No,No,,No,No,No,,No,Yes,No,No,No,166
08/19/2010,03/22/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,Yes,No,,No,No,,No,No,No,,No,No,No,No,No,215
08/19/2010,01/10/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,No,144
08/19/2010,03/23/2012,2012,Right to Sue,No,No,ICRC,No,Yes,No,No,No,Yes,Black,Yes,No,No,,No,No,,No,No,No,,No,Yes,No,No,Yes,582
08/19/2010,08/25/2010,2011,No Jurisdiction,No,Yes,ICRC,No,Yes,No,No,No,No,,Yes,Yes,No,,No,No,,No,No,No,,No,No,No,No,Yes,6
08/18/2010,04/21/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,No,,No,No,No,,No,Yes,Mexican,No,No,No,,No,Yes,No,No,No,246
08/18/2010,11/18/2010,2011,Right to Sue,No,No,Local,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,92
08/18/2010,03/02/2011,2011,Right to Sue,No,No,ICRC,No,Yes,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,196
08/18/2010,10/16/2012,2013,Administrative Closure,No,No,EEOC,No,Yes,No,No,No,Yes,American Indian,No,No,Yes,Male,No,Yes,Other National Origin,No,No,No,,No,No,No,No,No,790
08/18/2010,10/14/2010,2011,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,57
08/18/2010,02/28/2012,2012,Satisfactory Adjustment,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,559
08/18/2010,10/22/2010,2011,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,65
08/18/2010,08/27/2010,2011,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,9
08/18/2010,01/19/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,White,No,No,Yes,Male,No,No,,No,No,No,,No,No,Yes,No,No,154
08/18/2010,08/30/2010,2011,Satisfactory Adjustment,No,No,ICRC,Yes,No,No,No,No,No,,Yes,No,No,,No,No,,No,No,No,,No,No,No,No,No,12
08/18/2010,10/20/2011,2012,Administrative Closure,No,No,ICRC,No,No,Yes,No,No,No,,Yes,No,Yes,Male,No,No,,No,No,No,,No,No,No,No,No,428
08/18/2010,03/20/2014,2014,Local AC Closure,No,No,Local,No,Yes,No,No,No,Yes,Other,No,Yes,Yes,Female,No,No,,No,No,No,,No,No,No,No,No,1310
08/18/2010,03/22/2011,2011,Administrative Closure,No,No,ICRC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,216
08/17/2010,07/31/2012,2013,Right to Sue,No,No,EEOC,No,Yes,No,No,No,Yes,Black,No,No,No,,No,No,,No,No,No,,No,No,No,No,No,714
